                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     56,                 1.1152,                 5.9497,                0.34377,                 1.0954,                 1.4721,                 0.8182,                0.83874,                 0.8956,                0.55827,                0.35735,                0.28409,                0.18122,                0.03039,                    nan,                 10.928,                 1.4436,                    nan,                    nan,             0.00075932,             0.00075932,             0.00075932
                     57,                 1.1073,                 5.9267,                0.34018,                 1.0943,                 1.4597,                0.89231,                0.88781,                0.91288,                 0.5478,                0.40648,                0.34145,                0.26533,                0.04646,                    nan,                 10.971,                 1.4826,                    nan,                    nan,             0.00074282,             0.00074282,             0.00074282
                     58,                 1.1139,                 5.9694,                0.34978,                 1.0745,                 1.4797,                0.86528,                 0.8543,                0.90648,                0.57062,                0.30599,                0.23701,                0.17604,                0.03391,                    nan,                 10.935,                 1.5775,                    nan,                    nan,             0.00072631,             0.00072631,             0.00072631
                     59,                 1.0782,                 5.9237,                0.34092,                 1.0458,                 1.4458,                0.83497,                0.85959,                 0.9026,                0.57489,                0.34935,                0.27219,                0.17896,                0.04583,                    nan,                 10.851,                  1.433,                    nan,                    nan,             0.00070981,             0.00070981,             0.00070981
                     60,                 1.1364,                 6.0068,                0.35734,                 1.0957,                 1.5017,                0.84494,                0.84421,                0.87973,                0.52153,                0.31473,                0.29491,                0.20942,                0.04579,                    nan,                 10.879,                 1.2987,                    nan,                    nan,             0.00069331,             0.00069331,             0.00069331
                     61,                 1.1283,                 5.9524,                0.34435,                 1.0716,                 1.4686,                0.79867,                 0.8961,                 0.9093,                0.59134,                0.38606,                0.30736,                0.23084,                0.05358,                    nan,                 10.845,                 1.3166,                    nan,                    nan,              0.0006768,              0.0006768,              0.0006768
                     62,                 1.0654,                 5.9605,                 0.3596,                 1.0335,                  1.439,                0.84573,                0.90684,                0.91657,                0.57339,                0.43779,                0.29491,                0.24399,                0.05228,                    nan,                 10.883,                 1.3248,                    nan,                    nan,              0.0006603,              0.0006603,              0.0006603
                     63,                 1.1061,                 5.8864,                0.36407,                 1.0743,                 1.4688,                0.83627,                0.87637,                0.91476,                0.57984,                0.38788,                0.37017,                0.25739,                0.04715,                    nan,                 10.871,                 1.3726,                    nan,                    nan,              0.0006438,              0.0006438,              0.0006438
                     64,                 1.0875,                 5.8303,                0.35677,                 1.1258,                 1.4452,                0.81598,                0.85011,                0.90375,                0.54921,                 0.4575,                0.34199,                0.23837,                0.04838,                    nan,                 10.857,                 1.3015,                    nan,                    nan,             0.00062729,             0.00062729,             0.00062729
                     65,                 1.0521,                 5.7517,                0.34325,                 1.0572,                 1.4183,                0.87935,                0.85427,                0.92056,                0.56349,                0.37962,                0.27165,                0.21667,                0.04719,                    nan,                 10.913,                 1.1833,                    nan,                    nan,             0.00061079,             0.00061079,             0.00061079
                     66,                 1.0685,                 5.7594,                0.33232,                 1.0279,                 1.4344,                0.82664,                0.81185,                0.86769,                0.51499,                0.38606,                0.29491,                0.22099,                0.04444,                    nan,                 10.956,                 1.1686,                    nan,                    nan,             0.00059429,             0.00059429,             0.00059429
                     67,                 1.0212,                 5.7878,                0.34548,                 1.0079,                 1.4108,                0.88708,                0.79348,                0.90326,                0.55673,                0.40956,                0.28301,                0.24174,                0.04569,                    nan,                 10.927,                 1.2508,                    nan,                    nan,             0.00057778,             0.00057778,             0.00057778
                     68,                 1.0462,                 5.7647,                 0.3356,                 1.0275,                 1.4378,                 0.7962,                0.87923,                 0.8863,                0.53132,                0.42218,                0.27165,                 0.2013,                0.04759,                    nan,                 10.866,                 1.3597,                    nan,                    nan,             0.00056128,             0.00056128,             0.00056128
                     69,                 1.0365,                 5.8291,                 0.3373,                 1.0063,                 1.3934,                0.88405,                0.84833,                0.92475,                0.57951,                0.44854,                 0.3658,                0.27633,                0.06472,                    nan,                 10.897,                 1.4096,                    nan,                    nan,             0.00054478,             0.00054478,             0.00054478
                     70,                 1.0275,                 5.6275,                 0.3278,                 1.0219,                 1.4021,                0.87151,                0.88665,                 0.9213,                0.57803,                0.36205,                0.34253,                0.25103,                0.04649,                    nan,                 10.926,                  1.424,                    nan,                    nan,             0.00052827,             0.00052827,             0.00052827
                     71,                 1.0122,                 5.4927,                0.33333,                0.96101,                 1.3993,                0.88713,                0.87338,                0.92597,                0.58874,                0.52247,                0.34091,                0.27674,                0.05526,                    nan,                 10.886,                 1.4873,                    nan,                    nan,             0.00051177,             0.00051177,             0.00051177
                     72,                 1.0337,                 5.5631,                0.33257,                0.98824,                 1.4288,                0.90159,                0.85331,                0.91707,                0.57292,                0.42838,                0.36526,                0.28438,                0.06502,                    nan,                 10.849,                 1.5859,                    nan,                    nan,             0.00049527,             0.00049527,             0.00049527
                     73,                  1.034,                 5.4892,                0.32745,                0.98951,                 1.4074,                0.85312,                0.80889,                0.87521,                 0.5358,                0.39774,                0.34502,                0.23438,                0.04394,                    nan,                 10.958,                 1.5518,                    nan,                    nan,             0.00047876,             0.00047876,             0.00047876
                     74,                 1.0465,                 5.6162,                0.33429,                 1.0022,                 1.4315,                0.76986,                0.90425,                0.89964,                0.54394,                0.34597,                0.30682,                 0.2466,                0.04799,                    nan,                 10.969,                   1.43,                    nan,                    nan,             0.00046226,             0.00046226,             0.00046226
                     75,                 1.0148,                 5.4947,                0.32795,                0.96108,                 1.4043,                0.93525,                0.83832,                0.91616,                0.56671,                0.37917,                0.31683,                 0.2225,                0.04986,                    nan,                 10.922,                  1.454,                    nan,                    nan,             0.00044576,             0.00044576,             0.00044576
                     76,                0.99025,                 5.5723,                0.32381,                0.94023,                 1.3713,                0.88562,                0.89039,                0.91212,                0.54929,                0.43867,                 0.3539,                0.29528,                 0.0613,                    nan,                 10.848,                 1.3885,                    nan,                    nan,             0.00042925,             0.00042925,             0.00042925
                     77,                 0.9949,                 5.5838,                 0.3264,                0.94939,                 1.4079,                0.94842,                0.86176,                0.92881,                0.56693,                0.45067,                0.38013,                0.31502,                0.07105,                    nan,                 10.795,                 1.4532,                    nan,                    nan,             0.00041275,             0.00041275,             0.00041275
                     78,                 1.0326,                 5.5064,                0.31909,                0.93702,                 1.4148,                0.95652,                0.89556,                0.94392,                0.57679,                0.47223,                0.38961,                0.33271,                0.08034,                    nan,                 10.806,                 1.4105,                    nan,                    nan,             0.00039625,             0.00039625,             0.00039625
                     79,                  1.038,                 5.4357,                0.32006,                0.97022,                 1.4274,                0.92544,                0.88366,                0.94131,                0.60105,                0.41145,                0.34836,                0.25315,                0.06722,                    nan,                 10.792,                 1.5089,                    nan,                    nan,             0.00037974,             0.00037974,             0.00037974
                     80,                0.95898,                 5.4916,                0.32228,                0.91231,                 1.3585,                0.91323,                0.84957,                0.93435,                0.56611,                0.48829,                0.36526,                0.27749,                0.06549,                    nan,                 10.822,                 1.5207,                    nan,                    nan,             0.00036324,             0.00036324,             0.00036324
                     81,                0.99122,                 5.3908,                0.32656,                0.93325,                 1.3805,                0.89604,                0.89676,                0.93936,                0.59743,                0.40638,                0.31818,                0.25353,                0.06202,                    nan,                 10.777,                  1.527,                    nan,                    nan,             0.00034674,             0.00034674,             0.00034674
